به PREP VPP  Arg3 null junk
آدم N VPP  Arg3 نفر§n-13075 role
( PUNC PUNC null null junk
ع ARAB POSDEP null null no
) PUNC PUNC null null junk
ميرسد V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
او PR SBJ  Arg0 null junk
300 NUM NPREMOD null null junk
سال N ADVC  Arg2 دوره_زماني§n-12603 time
عمر N NVE null دوره_زماني§n-12603 no
کرد V ROOT null null junk
. PUNC PUNC null null junk

سي NUM NPREMOD null null junk
صحيفه N SBJ  Arg1 null no
از PREP ADVRB  ArgM_ADV null junk
کتابهاي N ADVRB  ArgM_ADV خبر§n-12766 static_object
آسماني ADJ NPOSTMOD null مشخصه§n-12756 static_object_state
بر PREP AJPP null null junk
او PR POSDEP null null junk
نازل ADJ MOS  Arg2 null no
گرديد V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk
